Grupa ¿ywnoœci;Engelse naam/Food name;Nazwa angielska/Nazwa ¿ywnoœci;Iloœæ;jednostka;kalorycznoœæ (kcal);bia³ko (g);t³uszcz (g);wêglowodany (g)
T³uszcze i oleje;Margarine product 60% fat <17 g sat fa unsalted;Produkt margarynowy 60% t³uszczu <17 g t³uszczu nasyconego niesolonego;100;g;541;0,1;60;0,1
T³uszcze i oleje;Margarine liq 80% fat <17 g sat fa salted;Margaryna p³ynna 80% t³uszczu <17 g nasycona solona;100;g;735;0;81,6;0
Zbo¿a i produkty zbo¿owe;Breakfast cereal Cornflakes;P³atki œniadaniowe P³atki kukurydziane;100;g;378;7;0,9;84
Sosy pikantne;Mayonnaise product w olive oil;Produkt majonezowy z oliw¹ z oliwek;100;g;642;1,1;70;1,9
Napoje bezalkoholowe;Ice tea w sugar 5-<7 g CHO;Herbata mro¿ona z cukrem 5-<7 g CHO;100;g;25;0;0;6,2
Napoje bezalkoholowe;Ice tea light;Herbata z mro¿ona light;100;g;2;0,1;0,1;0,2
Miêso i drób;Ostrich, raw;Struœ surowy;100;g;121;22,9;3,1;0,4
Miêso i drób;Chicken drumstick w skin raw;Udko z kurczaka ze skór¹ surowe;100;g;147;19,1;7,9;0
Ziemniaki i bulwy;Chips fried in solid frying fat;Chipsy sma¿one na sta³ym t³uszczu;100;g;256;3,1;13,9;28
Ziemniaki i bulwy;Chips fried in liquid frying fat;Chipsy sma¿one w p³ynnym t³uszczu;100;g;264;3,1;14,8;28
Ziemniaki i bulwy;Chips prepared av;Chipsy przygotowane av;100;g;263;3,1;14,7;28
Ziemniaki i bulwy;Cassava boiled;Maniok gotowany;100;g;128;0,5;0,2;30,4
Ziemniaki i bulwy;Taro boiled;Taro gotowane;100;g;102;1,2;0,2;22,4
Ziemniaki i bulwy;Yam boiled;Gotowany batat;100;g;144;1,7;0,3;33
Ziemniaki i bulwy;Potato sweet boiled;Ziemniaki s³odkie gotowane;100;g;63;1,7;0,2;12,3
Warzywa;Pumpkin boiled;Dynia gotowana;100;g;14;0,6;0,3;1,8
Napoje alkoholowe;Wine white sweet;Wino bia³e s³odkie;100;g;96;0,2;0;5,9
Napoje bezalkoholowe;Juice apple fortified w vitamin C;Sok jab³kowy wzbogacony witamin¹ C;100;g;45;0,2;0;11,1
Zbo¿a i produkty zbo¿owe;Pasta wholemeal boiled;Makaron pe³noziarnisty gotowany;100;g;134;5,6;0,9;23,7
Zbo¿a i produkty zbo¿owe;Couscous boiled;Kuskus gotowany;100;g;121;4;0,7;24
Zbo¿a i produkty zbo¿owe;Millet boiled;Proso gotowane;100;g;123;3,7;1,3;23,7
Orzechy i nasiona;Pine nuts;Orzeszki piniowe;100;g;675;16,5;61,9;9,8
Zio³a i przyprawy;Basil fresh;Bazylia œwie¿a;100;g;48;3,1;0,8;5,1
Sosy pikantne;Pesto green;Pesto zielone;100;g;444;9;42,8;4,4
Chleb;Cracker VitaLU;Cracker VitaLU;100;g;445;12,3;12,3;67
Chleb;Rice cakes puffed w chocolate;Wafle ry¿owe nadziewane czekolad¹;100;g;502;6,8;24,9;60,3
Ser;Cheese 10+;Ser 10+;100;g;187;32,2;6,4;0,2
Cukier, s³odycze i s³odkie sosy;Chocolate white;Czekolada bia³a;100;g;552;6,4;32,6;58,1
Mleko i produkty mleczne;Cream cooking;Œmietana do gotwania;100;g;212;2,4;20,2;5
Mleko i produkty mleczne;Cream cooking light;Œmietana do gotowania light;100;g;101;3,2;7,2;5,8
Napoje bezalkoholowe;Fruit juice conc fortified w vit C;Sok owocowy wzbogacony wit. C;100;g;180;0,2;0,1;44,6
Cukier, s³odycze i s³odkie sosy;Candy sugar-free;Cukierki bez cukru;100;g;240;1,1;2,1;89,3
Warzywa;Tomatoes tinned;Pomidory w puszce;100;g;24;1,1;0,4;3,7
Ryby, skorupiaki i miêczaki;Tuna raw;Tuñczyk surowy;100;g;101;23,7;0,7;0
Ryby, skorupiaki i miêczaki;Sole raw;Sola surowa;100;g;76;14,7;1,9;0
Ryby, skorupiaki i miêczaki;Tilapia raw;Tilapia surowa;100;g;86;17,9;1,6;0
Miêso i drób;Sausage smoked lean cooked;Kie³basa wêdzona chuda gotowana;100;g;254;14;20,5;3,3
Miêso i drób;Sausage smoked beef cooked;Kie³basa wêdzona wo³owa gotowana;100;g;240;13;20;2
Miêso i drób;Sausage frankfurter lean tinned;Kie³basa frankfurterka chuda puszka;100;g;136;12;7;6
Wêdliny;Sausage cooked lean;Kie³basa gotowana chuda;100;g;221;14;17;3
Wêdliny;Salami sausage saveloy lean;Kie³basa salami saveloy chuda;100;g;241;23;16,5;0,1
Wêdliny;Sausage luncheon meat lean;Kie³basa mielona chuda;100;g;163;11,6;10,1;6,4
Napoje alkoholowe;Breezer;Breezer;100;g;74;0;0;9,9
Miêso i drób;Beef salted cooked Surinam;Wo³owina solona gotowana Surinam;100;g;271;27,4;17,9;0
Roœliny str¹czkowe;Peas split yellow boiled;Groszek ³uskany ¿ó³ty gotowany;100;g;126;8,4;0,6;18,6
Ziemniaki i bulwy;Tannia prepared wo fat;Tannia przygotowa³a bez t³uszczu;100;g;99;3,4;0,3;17,2
Warzywa;Tannia leaves prepared wo fat;Liœcie Tannii przygotowane bez t³uszczu;100;g;38;4,6;1,1;0,9
Ziemniaki i bulwy;Potatoes mashed instant prep w s-sk milk;Ziemniaki puree instant przygotowane z mlekiem s-sk;100;g;96;4,1;1,3;16,5
Ziemniaki i bulwy;Potatoes mashed instant prepared w water;Ziemniaki puree instant przygotowane z wod¹;100;g;71;1,7;1,6;11,8
Ziemniaki i bulwy;Potatoes boiled w skin av;Ziemniaki gotowane ze skórk¹;100;g;74;1,4;0,3;15,4
Ziemniaki i bulwy;Potato croquettes frozen unprepared;Krokiety ziemniaczane mro¿one, nieprzygotowane;100;g;169;2,7;6;24,8
Warzywa;Bami vegetables boiled;Warzywa Bami gotowane;100;g;19;1,2;0,2;2
Miêso i drób;Minced meat raw av;Miêso mielone surowe;100;g;222;19,3;15,9;0,2
Miêso i drób;Beef av raw;Wo³owina na surowo;100;g;201;19,1;13,2;1,3
Mleko i produkty mleczne;Jelly;Galareta;100;g;59;1,8;0;13
Orzechy i nasiona;Peanuts sugar coated;Orzeszki ziemne w cukrze;100;g;536;15,1;31;47,1
Warzywa;Lettuce av raw;Sa³ata na surowo;100;g;16;1,6;0,3;1
Zbo¿a i produkty zbo¿owe;Tortellini boiled;Tortellini gotowane;100;g;155;7,7;3,1;23,3
Chleb;Wheat bread wholemeal av fine and coarse w pumpkin seeds;Chleb pszenny pe³noziarnisty av drobny i gruby z pestkami dyni;100;g;275;13,4;7,6;34,7
Chleb;Multigrain bread av white and brown w seeds w extra linseed;Chleb wieloziarnisty bia³y i br¹zowy z ziarnami i dodatkowym siemieniem lnianym;100;g;286;13,1;7,9;35,9
Chleb;Multigrain bread av white and brown w seeds;Chleb wieloziarnisty bia³y i br¹zowy z ziarnami;100;g;261;12,3;4,8;39
Chleb;Wheat bread white av milk/water based;Chleb pszenny bia³y na bazie mleka/wody;100;g;249;9,1;1,8;47,8
Chleb;Wheat currant bread white w almond paste;Chleb pszenny z porzeczkami i bia³¹ past¹ migda³ow¹;100;g;303;8,2;6,1;51,7
Chleb;Wheat muesli bread brown/wholemeal;Chleb pszenny musli br¹zowy/pe³noziarnisty;100;g;295;10,6;7,6;42,5
Chleb;Wheat nut bread wholemeal ; Chleb pszenno-orzechowy pe³noziarnisty;100;g;298;12,2;10,9;34,5
Chleb;Wheat sugar bread white;Chleb pszenno-cukrowy bia³y;100;g;305;8;2,9;60,4
Chleb;Wheat baguette white w cheese and onion;Bagietka pszenna z serem i cebul¹;100;g;242;10,1;6;35,8
Chleb;Wheat bread wholemeal av fine and coarse w sunflower seeds;Chleb pszenny pe³noziarnisty av drobny i gruby z ziarnami s³onecznika;100;g;283;11,9;8,7;35,9
Chleb;Wheat bread white av milk/water based w sunflower seeds;Chleb pszenny bia³y na bazie mleka/wody z ziarnami s³onecznika;100;g;296;10,2;8,3;43,7
Zbo¿a i produkty zbo¿owe;Wrap/tortilla white;Wrap/tortilla bia³a;100;g;316;9,5;6,9;52,5
Zbo¿a i produkty zbo¿owe;Muesli crunchy plain/w fruit;Chrupi¹ce musli z owocami;100;g;438;8,3;14,8;64,6
Wytrawne pasty chlebowe;Peanut butter light;Mas³o orzechowe light;100;g;535;18;39,6;13,7
Chleb;Breadsticks;Paluszki chlebowe;100;g;401;12,5;6,6;71,3
Cukier, s³odycze i s³odkie sosy;Raisins coated w milkchocolate;Rodzynki w mlecznej czekoladzie;100;g;429;5;17,3;61,8
Cukier, s³odycze i s³odkie sosy;After eight chocolate mints;Po oœmiu czekoladowych miêtówkach;100;g;419;2,1;12,2;74,6
Cukier, s³odycze i s³odkie sosy;Chocolate dark w hazelnuts;Czekolada gorzka z orzechami laskowymi;100;g;565;9;41;36,2
Cukier, s³odycze i s³odkie sosy;Chocolate milk w puffed rice;Mleko czekoladowe z ry¿em dmuchanym;100;g;531;7,1;30,7;55,2
Warzywa;Tomatoes dried in oil tin/glass, drained;Pomidory suszone w oleju w puszce/szklance, ods¹czone;100;g;197;4,4;14;9,4
Warzywa;Tomato sun-dried;Pomidor suszony na s³oñcu;100;g;331;14,1;3;55,8
Cukier, s³odycze i s³odkie sosy;Toffee w chocolate;Toffi z czekolad¹;100;g;427;1,8;11,7;77,8
Wêdliny;Pate spreadable lean;Pasztet smarowalny chudy;100;g;187;9,7;12;10
Chleb;Wheat bread brown w sunflower seeds;Chleb pszenny br¹zowy z ziarnami s³onecznika;100;g;285;10,8;8,2;39,4
Cukier, s³odycze i s³odkie sosy;Nougat w chocolate;Nugat z czekolad¹;100;g;489;7,2;21,8;64,2
Cukier, s³odycze i s³odkie sosy;Nougat;Nugat;100;g;469;6,5;16,7;72,1
Chleb;Croissant chocolate-;Croissant czekoladowy-;100;g;434;8,9;23,9;44,4
Warzywa;Capers;Kapary;100;g;43;2,4;0,9;4,9
Mleko i produkty mleczne;Ice cream dairy stracciatella;Lody mleczne stracciatella;100;g;248;3,3;13,9;26,8
Cukier, s³odycze i s³odkie sosy;Chocolate sprinkles white;Posypka czekoladowa bia³a;100;g;455;5,5;13,2;78,4
Napoje bezalkoholowe;Soft drink w sugar and sweetener 2-<5 g CHO wo caffeine;Napój gazowany z cukrem i s³odzikiem 2-<5 g wêglowodanów bez kofeiny;100;g;12;0;0;2,9
Napoje bezalkoholowe;Juice drink w sugar and sweetener 4-6 g CHO;Napój sokowy z cukrem i s³odzikiem 4-6 g CHO;100;g;18;0;0;4,6
Napoje bezalkoholowe;Juice drink Capri-Sun Multivitamin;Napój sokowy Capri-Sun Multiwitamina;100;g;20;0;0;4,9
Sosy pikantne;Sauce butter-;Sos mas³owy-;100;g;180;0,6;18,3;3
Sosy pikantne;Salad dressing vinaigrette;Sos sa³atkowy winegret;100;g;593;0,6;64,8;0,4
T³uszcze i oleje;Oil wok;Wok olejowy;100;g;900;0;100;0
Napoje bezalkoholowe;Coffee cappuccino freshly made;Œwie¿o parzona kawa cappuccino;100;g;31;1,8;1,7;2,3
Napoje bezalkoholowe;Coffee cappuccino instant prepared;Kawa cappuccino instant przygotowana;100;g;37;1,2;1,3;4,7
Napoje bezalkoholowe;Coffee cappuccino instant powder;Kawa cappuccino instant w proszku;100;g;407;13,9;14,9;52,4
Ziemniaki i bulwy;Potato puree powder wo milkpowder wo fat;Puree ziemniaczane w proszku bez mleka w proszku bez t³uszczu;100;g;364;7,9;0,5;78,4
Warzywa;Tomato sieved pack;Opakowanie przecieru pomidorowego;100;g;39;1,8;0,3;6,3
Ziemniaki i bulwy;Potato puree powder w milkpowder w fat;Puree ziemniaczane w proszku z mlekiem w proszku i t³uszczem;100;g;373;9,2;8,6;62
Mleko i produkty mleczne;Yoghurt Greek full fat;Jogurt grecki pe³not³usty;100;g;122;3,8;10;3,8
Napoje alkoholowe;Fruit dried in brandy;Owoce suszone w brandy;100;g;201;0,6;0,1;27,2
Napoje bezalkoholowe;Juice multifruit;Sok wieloowocowy;100;g;47;0,4;0,1;10,7
Napoje alkoholowe;Cider;Cydr;100;g;55;0,1;0;6,4
Ser;Cheese spread 15+ Balans ERU;Ser do smarowania 15+ Balans ERU;100;g;132;17,3;5,5;3,3
Ser;Cheese spread Kids ERU;Ser do smarowania dla dzieci ERU;100;g;169;15;11,1;2,3
Ser;Cheese goat hard;Ser kozi twardy;100;g;396;22,4;32,5;0,1
Mleko i produkty mleczne;Custard half fat all flavours;Budyñ pó³t³usty wszystkie smaki;100;g;85;2,3;1,7;15,1
Mleko i produkty mleczne;Custard 2 flavours w syrup vlaflip Campina;Budyñ 2 smaki z syropem vlaflip Campina;100;g;96;2,9;2,6;15
Warzywa;Chili pepper raw;Papryczka chili surowa;100;g;30;1,8;0,3;4,2
Chleb;Croutons;Grzanki;100;g;491;11,8;22,3;58,6
Cukier, s³odycze i s³odkie sosy;Chocolate flakes av;P³atki czekoladowe;100;g;452;5,5;14,9;71,6
Mleko i produkty mleczne;Blancmange home-made w semi-sk milk;Budyñ domowy z mlekiem pó³t³ustym;100;g;91;2,9;1,2;17
T³uszcze i oleje;Margarine 80% fat >24 g sat fa unsalted;Margaryna 80% t³uszczu >24 g t³uszczu nasyconego niesolona;100;g;724;0,2;80,2;0,3
T³uszcze i oleje;Margarine liq 80% fat <17g sat fa unsalted;Margaryna p³ynna 80% t³uszczu <17g nasyconego t³uszczu niesolona;100;g;738;0;82;0,1
T³uszcze i oleje;Low fat margarine prod Bewust light 30% fat <10g sat fa unsalted;Margaryna o niskiej zawartoœci t³uszczu Bewust light 30% t³uszczu <10g nasyconego t³uszczu niesolona;100;g;275;0,1;30;1,1
T³uszcze i oleje;Cooking fat liq 97% fat <17g sat fa unsalted;T³uszcz do gotowania 97% t³uszczu <17g t³uszczu nasyconego niesolonego;100;g;883;0,4;97,7;0,5
T³uszcze i oleje;Cooking fat sol 97% fat >17g sat fa unsalted;T³uszcz do gotowania sol 97% t³uszczu >17g nasyconego t³uszczu niesolony;100;g;880;0,4;97,3;0,7
T³uszcze i oleje;Margarine 80% fat <24 g sat fa unsalted;Margaryna 80% t³uszczu <24 g t³uszczu nasyconego niesolona;100;g;720;0;80;0
T³uszcze i oleje;Low fat marg 40% fat <17 g sat fa unsalted;Margaryna o niskiej zawartoœci t³uszczu 40% t³uszczu <17 g t³uszczu nasyconego, niesolona;100;g;360;0;40;0
T³uszcze i oleje;Low fat margarine prod AH chol reducing;Margaryna o niskiej zawartoœci t³uszczu AH redukuj¹ca cholesterol;100;g;317;0;35;0,2
Ziemniaki i bulwy;Potatoes mashed fresh prep w whole milk and margarin;Ziemniaki puree œwie¿o przygotowane z mlekiem pe³nym i margaryn¹;100;g;87;2,2;2,3;13,9
Cukier, s³odycze i s³odkie sosy;Candybar KitKat;Baton KitKat;100;g;520;7,1;27,7;59
Sosy pikantne;Salad dressing olive oil-vinegar;Sos sa³atkowy oliwa z oliwek i ocet;100;g;607;0,4;66,4;0,5
Zio³a i przyprawy;Mix for marinade powder unprepared;Mieszanka do marynaty w proszku nie przygotowana;100;g;285;8,4;4,3;50,5
Napoje alkoholowe;Wine rose;Wino ró¿owe;100;g;71;0,1;0;2,5
Zio³a i przyprawy;Mix seasoning Mexican unprepared;Mieszanka przypraw meksykañskich nieprzygotowanych;100;g;318;12;5,7;48,8
Ró¿ne potrawy;Vinegar;Ocet;100;g;22;0,4;0;0,6
Napoje bezalkoholowe;Coffee instant powder;Kawa rozpuszczalna w proszku;100;g;114;7,8;0,2;3,1
Wêdliny;Chicken (processed meat product);Kurczak (przetworzony produkt miêsny);100;g;125;17,5;4,4;3,4
Mleko i produkty mleczne;Yoghurt 0% fat w fruit Activia;Jogurt 0% t³uszczu z owocami Activia;100;g;53;4,6;0,1;7,5
Cukier, s³odycze i s³odkie sosy;Chocolate sprinkles mix white and dark;Posypki czekoladowe w po³¹czeniu bia³ej i ciemnej czekolady;100;g;449;3,2;14,7;73,9
Cukier, s³odycze i s³odkie sosy;Sweets jelly/gums/foam;S³odycze galaretki/gumy/pianki;100;g;336;4,9;0,2;78,5
Zio³a i przyprawy;Mix spice and herbs rice/Chinese noodles unprepared;Wymieszaj ry¿/makaron chiñski z przyprawami i zio³ami, nieprzygotowany;100;g;300;11;5,8;45,8
Napoje bezalkoholowe;Energy drink Red Bull;Napój energetyczny Red Bull;100;g;44;0;0;11
Napoje bezalkoholowe;Energy drink Red Bull sugarfree;Napój energetyczny Red Bull bez cukru;100;g;0;0;0;0
Zbo¿a i produkty zbo¿owe;Muesli crunchy w nuts;Chrupi¹ce musli z orzechami;100;g;479;8,5;21;61
Zbo¿a i produkty zbo¿owe;Muesli crunchy w chocolate;Chrupi¹ce musli z czekolad¹;100;g;458;8,5;17,1;64
Zbo¿a i produkty zbo¿owe;Muesli crunchy w nuts and chocolate;Chrupi¹ce musli z orzechami i czekolad¹;100;g;469;8,8;18,6;63,5
Zio³a i przyprawy;Mixed spices Wereldgerechten unprep;Mieszane przyprawy Wereldgerechten nieprzygotowane;100;g;312;11,8;5,1;50,4
Zbo¿a i produkty zbo¿owe;Rice multi-grain boiled;Ry¿ wieloziarnisty gotowany;100;g;140;3,6;0,6;29,6
Zbo¿a i produkty zbo¿owe;Breakfast cereal Coco pops Chocos Kellogg's;P³atki œniadaniowe Coco Pops Chocos Kellogg's;100;g;381;9;2,5;78
Zbo¿a i produkty zbo¿owe;Breakfast cereal Spec K choc Kellogg's;P³atki œniadaniowe Spec K choc Kellogg's;100;g;400;8,1;6,2;76
Owoce;Abricots dried and soaked;Suszone i namoczone morele;100;g;159;2,8;0;33
Owoce;Apple sauce wo sugar w sweetener tinned;Mus jab³kowy bez cukru ze s³odzikiem w puszce;100;g;48;0,2;0;11
Cukier, s³odycze i s³odkie sosy;Sugar light;Cukier light;100;g;395;0;0;98,9
Chleb;Wheat bread wholemeal av fine and coarse w seeds;Chleb pszenny pe³noziarnisty av drobny i gruby z ziarnami;100;g;274;12,5;7,4;35,5
Chleb;Wheat bread brown w seeds;Chleb pszenny br¹zowy z ziarnami;100;g;276;11,3;6,9;38,9
Zbo¿a i produkty zbo¿owe;Breakfast cereal All-Bran flakes Kellogg's;P³atki œniadaniowe All-Bran Flakes Kellogg's;100;g;356;11;2;66
Chleb;Wheat corn bread white w sunflower seeds;Chleb pszenny kukurydziany bia³y z ziarnami s³onecznika;100;g;307;11,8;9,8;40,5
Warzywa;Lettuce red raw;Sa³ata czerwona surowa;100;g;18;1,3;0,2;2,3
Warzywa;Cabbage red w apple pieces glass;Kapusta czerwona z kawa³kami jab³ka szk³o;100;g;58;0,8;0,3;11,9
Cukier, s³odycze i s³odkie sosy;Meringue;Beza;100;g;382;0,5;0;95
Warzywa;Carrot bunched raw;Marchewka surowa w pêczku;100;g;31;0,9;0,3;5
Warzywa;Carrot bunched boiled;Marchewka gotowana w pêczku;100;g;30;0,8;0,2;4,8
Warzywa;Carrot winter raw;Marchewka zimowa surowa;100;g;34;0,6;0,3;5,7
Warzywa;Carrot winter boiled;Marchewka zimowa gotowana;100;g;34;0,6;0,3;5,6
Warzywa;Tomato vine raw;Surowe pêdy pomidora;100;g;22;0,7;0,5;3
Warzywa;Tomato cherry raw;Pomidor wiœniowy surowy;100;g;30;0,9;0,8;3,9
Warzywa;Tomato beef raw;Surowe pomidory wo³owe;100;g;19;0,6;0,5;2,3
Warzywa;Tomato beef boiled;Pomidory gotowane wo³owe;100;g;22;0,7;0,5;2,9
Warzywa;Tomato av raw;Pomidor na surowo;100;g;25;0,8;0,6;3,4
Warzywa;Tomato av boiled;Pomidory gotowane;100;g;23;0,7;0,7;2,9
Warzywa;Rocket raw;Surowa rakieta;100;g;22;3,6;0,4;0
Warzywa;Onion Welsh raw;Cebula walijska surowa;100;g;31;1,5;0,4;4,2
Warzywa;Onion Welsh boiled;Cebula walijska gotowana;100;g;26;1,2;0,3;3,5
Warzywa;Cucumber w skin raw;Ogórek ze skórk¹ surowy;100;g;13;0,7;0,4;1,3
Warzywa;Sweet pepper yellow raw;Papryka s³odka ¿ó³ta surowa;100;g;25;0,7;0,2;3,9
Warzywa;Sweet pepper yellow boiled;Papryka s³odka ¿ó³ta gotowana;100;g;27;0,8;0,1;4,6
Warzywa;Sweet pepper av raw;Papryka s³odka surowa;100;g;25;0,8;0,1;4,2
Warzywa;Sweet pepper av boiled;Papryka s³odka gotowana;100;g;27;0,9;0,1;4,8
Ziemniaki i bulwy;Potatoes floury av wo skin boiled;Ziemniaki m¹czyste gotowane w skórce;100;g;81;2;0,2;17
Owoce;Pear w skin;Gruszka ze skórk¹;100;g;55;0,2;0,3;11,7
Owoce;Grapes black w skin;Winogrona czarne ze skórk¹;100;g;75;0,6;0,1;16,8
Owoce;Grapes white w skin;Winogrona bia³e ze skórk¹;100;g;76;0,5;0,4;16,9
Owoce;Apple Elstar w skin;Jab³ko Elstar ze skórk¹;100;g;55;0,3;0,2;12
Owoce;Apple Elstar wo skin;Jab³ko Elstar bez skórki;100;g;55;0,2;0,2;12,4
Owoce;Apple Jonagold w skin;Jab³ko Jonagold ze skórk¹;100;g;55;0,2;0,2;12,1
Owoce;Apple Jonagold wo skin;Jab³ko Jonagold bez skórki;100;g;52;0,2;0,1;11,6
Napoje bezalkoholowe;Juice orange freshly squeezed;Sok pomarañczowy œwie¿o wyciskany;100;g;44;0,6;0,1;9,1
Ser;Cheese Gouda 48+ age 4-8 weeks;Ser Gouda 48+ wiek 4-8 tygodni;100;g;364;22,8;29,6;0
Ser;Cheese Gouda 48+ age 8 wk-4 mths;Ser Gouda 48+ wiek 8 tyg.-4 m-ce;100;g;370;22,7;29,9;0
Ser;Cheese Gouda 48+ age 4-7 mths;Ser Gouda 48+ wiek 4-7 m-cy;100;g;377;22,5;30,8;0
Ser;Cheese Gouda 48+ age 10-12 mths;Ser Gouda 48+ wiek 10-12 m-cy;100;g;414;24,6;33,7;0,1
Mleko i produkty mleczne;Hot chocolate from vending machine;Gor¹ca czekolada z automatu;100;g;66;3;1;10,8
Ryby, skorupiaki i miêczaki;Pangasius bereid in magnetron z toev;Panga bereida w magnetronie z toev;100;g;89;18,6;1,6;0
Wêdliny;Sausage raw beef;Kie³basa surowa wo³owa;100;g;166;18,6;9,4;1,1
Jajka;Egg whole chicken free-range raw;Jajko ca³e z kurczaka z wolnego wybiegu surowe;100;g;132;12,3;9,1;0,2
Jajka;Egg whole chicken free-range boiled;Jajko ca³e z kurczaka z wolnego wybiegu gotowane;100;g;125;12,2;8,5;0
Jajka;Egg whole chicken organic raw;Jajko ca³e z kurczaka ekologiczne surowe;100;g;135;12,3;9,5;0,2
Jajka;Egg whole chicken organic boiled;Jajko ca³e z kurczaka gotowane ekologiczne;100;g;136;12,7;9,5;0
Zbo¿a i produkty zbo¿owe;Pasta white wo egg boiled;Makaron bia³y z jajkiem gotowany;100;g;146;5,2;0,8;28,7
Zbo¿a i produkty zbo¿owe;Pasta white w egg boiled;Makaron bia³y z jajkiem gotowanym;100;g;124;4,7;0,8;23,4
Zbo¿a i produkty zbo¿owe;Pasta white fresh boiled;Makaron bia³y œwie¿o gotowany;100;g;129;4,9;1,3;23,9
Chleb;Wheat bread wholemeal coarse;Chleb pszenny pe³noziarnisty gruby;100;g;235;11,3;2,5;38,6
Chleb;Multigrain bread white w seeds;Chleb wieloziarnisty bia³y z ziarnami;100;g;267;12,5;5;40,4
Chleb;Multigrain bread brown w seeds;Chleb wieloziarnisty br¹zowy z ziarnami;100;g;254;12,2;4,6;37,5
Chleb;Wheat corn bread white;Chleb pszenny kukurydziany bia³y;100;g;262;10,9;3,5;44,2
Chleb;Wheat bread av brown and wholemeal w pumpkin seeds;Chleb pszenny br¹zowy i pe³noziarnisty z pestkami dyni;100;g;254;13,9;5,5;33,3
Chleb;Wheat bread av brown and wholemeal w sunflower seeds;Chleb pszenny br¹zowy i pe³noziarnisty z ziarnami s³onecznika;100;g;272;12,5;6,7;36
Chleb;Wheat sourdough bread wholemeal;Chleb pszenny na zakwasie pe³noziarnisty;100;g;235;9,3;2,6;40,5
Chleb;Wheat ciabatta white no filling;Ciabatta pszenna bia³a bez nadzienia;100;g;255;9,1;1,8;48,9
Chleb;Wheat bread white pita;Chleb pszenny bia³y pita;100;g;245;8,6;0,7;50,1
Chleb;Stollen w almond/imitat paste wo nuts;Stollen z past¹ migda³ow¹/imitatow¹ i orzechami;100;g;276;7,7;2,4;53,8
Chleb;Stollen w almond/imitat paste w nuts;Stollen z past¹ migda³ow¹/imitat z orzechami;100;g;288;7,8;4,3;51,9
Chleb;Wheat baguette white;Bagietka pszenna bia³a;100;g;269;9,8;1,2;53,4
Chleb;Wheat baguette brown;Bagietka pszenna br¹zowa;100;g;258;9,8;1,4;49,8
Chleb;Wheat bread roll white hard;Bu³ka pszenna bia³a twarda;100;g;277;10;1,5;54,4
Chleb;Wheat bread roll brown hard;Bu³ka pszenna br¹zowa twarda;100;g;278;11;1,5;52,8
Chleb;Wheat bread roll brown soft;Bu³ka pszenna br¹zowa miêkka;100;g;258;11;3,9;41,9
Chleb;Wheat bread roll wholemeal soft;Bu³ka pszenna pe³noziarnista miêkka;100;g;247;11,3;3,3;39,4
Chleb;Multigrain roll brown hard;Bu³ka wieloziarnista br¹zowa twarda;100;g;294;12,9;5,9;43,8
Chleb;Multigrain roll brown soft;Bu³ka wieloziarnista br¹zowa miêkka;100;g;283;13,4;6,8;38,7
Chleb;Wheat currant bun white;Bu³ka pszenna z porzeczkami bia³a;100;g;268;8,4;2,5;50,9
Chleb;Wheat muesli bun brown/wholemeal;Bu³ka pszenna musli br¹zowa/pe³noziarnista;100;g;290;10,7;6,6;43,9
Orzechy i nasiona;Poppy seeds;Nasiona maku;100;g;455;19,2;35,6;2,4
Orzechy i nasiona;Pumpkin seeds;Nasiona dyni;100;g;574;30,3;47,2;2,7
Zbo¿a i produkty zbo¿owe;Muesli w fruit;Muesli z owocami;100;g;357;9,7;4,8;64,5
Chleb;Wheat bread wholemeal fine;Chleb pszenny razowy drobny;100;g;233;10,9;2,1;39,3
Ró¿ne potrawy;Salt not fortified w iodine;Sól nie wzbogacona jodem;100;g;0;0;0;0
Chleb;Wheat bread brown w pumpkin seeds;Chleb pszenny br¹zowy z pestkami dyni;100;g;277;12,3;7,1;38,2
Napoje alkoholowe;Liqueur w cream 15-25 vol% alcohol;Likier ze œmietank¹ 15-25% obj. alkoholu;100;g;294;2,7;11,8;22,7
Cukier, s³odycze i s³odkie sosy;Chocolate bar filled Kinder;Czekoladowy batonik Kinder;100;g;567;8,9;35,7;52,1
Ziemniaki i bulwy;Potato waffles/balls frozen unprepared;Gofry/kulki ziemniaczane mro¿one, nieprzygotowane;100;g;175;2,6;6,9;24,3
Napoje bezalkoholowe;Coffee iced;Kawa mro¿ona;100;g;72;2,7;2,3;10,2
Napoje alkoholowe;Beer w fruit flavour;Piwo o smaku owocowym;100;g;52;0,3;0;6
Warzywa;Cabbage red w apple pieces home-made;Kapusta czerwona z kawa³kami jab³ka, domowa;100;g;52;0,9;1,1;8,3
Owoce;Pineapple in own juice tinned;Ananas w soku w³asnym w puszce;100;g;59;0,4;0,1;13,9
Orzechy i nasiona;Nuts macadamia unsalted;Orzechy makadamia niesolone;100;g;753;7,8;76,1;5,4
Napoje bezalkoholowe;Juice multifruit mild w vit C;Sok wieloowocowy ³agodny z wit. C;100;g;49;0,4;0,1;11,7
Cukier, s³odycze i s³odkie sosy;Candybar Lion;Batonik czekoladowy Lion;100;g;493;5,5;22,9;65,5
Chleb;Brioche;Brioszka;100;g;338;8,5;11;50
Wêdliny;Beef smoke-dried lightly salted;Wo³owina wêdzona, lekko solona;100;g;116;22,8;2,5;0,7
